Stock,Buy Price,Current Price,P/L
AAPL,100.0,283.78,183.78
GOOGL,3000.0,337.39,-2662.61
TSLA,700.0,379.71,-320.29
AMZN,200.0,232.69,32.69
MSFT,550.0,372.97,-177.03
NKE,150.0,40.75,-109.25
META,300.0,550.25,250.25
Total,,,-2802.46
2026-07-03 04:01:31,AAPL,100.0,306.24,206.24
2026-07-03 04:01:31,GOOGL,3000.0,355.86,-2644.14
2026-07-03 04:01:31,TSLA,700.0,397.31,-302.69
2026-07-03 04:01:31,AMZN,200.0,245.74,45.74
2026-07-03 04:01:32,MSFT,550.0,388.94,-161.06
2026-07-03 04:01:32,NKE,150.0,44.21,-105.79
2026-07-03 04:01:33,META,300.0,586.95,286.95
2026-07-03 04:21:47,100.0,307.48,207.48,3000.0,356.19,-2643.81,700.0,393.91,-306.09,200.0,246.19,46.19,550.0,389.86,-160.14,150.0,44.14,-105.86,300.0,586.06,286.06,-2676.16
