Timestamp,AAPL Buy,AAPL Current,AAPL P/L,GOOGL Buy,GOOGL Current,GOOGL P/L,TSLA Buy,TSLA Current,TSLA P/L,AMZN Buy,AMZN Current,AMZN P/L,MSFT Buy,MSFT Current,MSFT P/L,NKE Buy,NKE Current,NKE P/L,META Buy,META Current,META P/L,Total P/L
2026-07-03 04:23:39,100.0,307.48,207.48,3000.0,356.04,-2643.96,700.0,393.74,-306.26,200.0,245.96,45.96,550.0,389.76,-160.24,150.0,44.12,-105.88,300.0,586.41,286.41,-2676.48
2026-07-03 04:29:43,100.0,308.1,208.1,3000.0,355.63,-2644.37,700.0,392.88,-307.12,200.0,246.19,46.19,550.0,390.78,-159.22,150.0,44.02,-105.98,300.0,587.11,287.11,-2675.29
